inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,2.8284271247461903,1.5,2.8284271247461903,4.82842712474619,5.414213562373095,6.914213562373095,9.414213562373096,11.914213562373096,14.414213562373096,15.449747468305834,16.949747468305834,inf,25.106601717798213,25.727922061357855,27.349242404917497,26.763455967290593,inf
inf,1.0,0,2.0,4.0,inf,8.242640687119286,9.742640687119286,12.242640687119286,14.035533905932738,15.535533905932738,18.035533905932738,inf,23.606601717798213,24.935028842544405,25.349242404917497,26.849242404917497,inf
inf,1.4142135623730951,1.5,2.8284271247461903,4.82842712474619,inf,11.242640687119286,11.071067811865476,12.571067811865476,15.071067811865476,15.449747468305834,16.949747468305834,inf,22.106601717798213,23.227922061357855,25.727922061357855,26.763455967290593,inf
inf,2.914213562373095,4.0,3.621320343559643,5.121320343559643,inf,12.485281374238571,12.571067811865476,13.192388155425117,15.192388155425117,17.449747468305834,16.86396103067893,inf,21.106601717798213,22.606601717798213,25.106601717798213,26.8492424049175,inf
inf,inf,inf,inf,inf,inf,14.485281374238571,13.899494936611667,inf,15.31370849898476,16.81370849898476,18.36396103067893,18.98528137423857,21.48528137423857,22.52081528017131,24.52081528017131,25.3492424049175,inf
inf,24.142135623730955,22.642135623730955,20.142135623730955,18.142135623730955,17.313708498984763,15.313708498984763,15.399494936611667,inf,16.81370849898476,18.14213562373095,19.64213562373095,21.48528137423857,21.106601717798213,23.106601717798213,23.935028842544405,25.435028842544405,inf
inf,24.470562748477146,22.970562748477146,inf,18.72792206135786,16.72792206135786,16.813708498984763,17.899494936611667,inf,18.81370849898476,20.349242404917497,20.970562748477143,22.970562748477143,22.606601717798213,22.52081528017131,23.52081528017131,25.02081528017131,inf
inf,25.798989873223338,24.470562748477146,inf,18.8492424049175,17.72792206135786,18.813708498984763,18.935028842544405,inf,21.31370849898476,20.9350288425444,22.4350288425444,23.091883092036785,25.106601717798213,24.02081528017131,23.935028842544405,25.435028842544405,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
